path,source,split,label,plant,disease,augmented,assigned_split
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Northern_Leaf_Blight\0b3a35d8-25af-44ae-beed-398f591d5c1b___RS_NLB 0833.JPG,mixed,train,Corn (maize) - Northern Leaf Blight,Corn (maize),Northern Leaf Blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Northern_Leaf_Blight\5736fa21-65b4-4068-88a4-7913a4d75769___RS_NLB 3888_flipTB.JPG,mixed,train,Corn (maize) - Northern Leaf Blight,Corn (maize),Northern Leaf Blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Northern_Leaf_Blight\64e040bd-4462-4a59-b670-36ed3156ed38___RS_NLB 3901_flipTB.JPG,mixed,train,Corn (maize) - Northern Leaf Blight,Corn (maize),Northern Leaf Blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Northern_Leaf_Blight\a2dfefdf-9983-46a3-b6b2-8a0aebbf390e___RS_NLB 4147 copy 2_180deg.jpg,mixed,train,Corn (maize) - Northern Leaf Blight,Corn (maize),Northern Leaf Blight,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Black_rot\a376b8ce-9cff-442f-a3b6-71e74a097876___FAM_B.Rot 0528.JPG,mixed,train,Grape - Black rot,Grape,Black rot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Black_rot\916a177a-421c-4db0-9cff-22583bf4fbf7___FAM_B.Rot 3224.JPG,mixed,train,Grape - Black rot,Grape,Black rot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Black_rot\e83845d6-8cd7-4dd7-a71e-3a901bc6db06___FAM_B.Rot 0559.JPG,mixed,train,Grape - Black rot,Grape,Black rot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Black_rot\c98f3c66-a408-4db6-a7bb-83be981ff1cc___FAM_B.Rot 3168.JPG,mixed,train,Grape - Black rot,Grape,Black rot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Black_rot\c2abe7eb-9fd8-43a7-8447-0a0290cbe4f7___FAM_B.Rot 0609.JPG,mixed,train,Grape - Black rot,Grape,Black rot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Black_rot\e667c381-1ea6-41d6-ad41-8c6f4626b19d___FAM_B.Rot 3267_flipLR.JPG,mixed,train,Grape - Black rot,Grape,Black rot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Black_rot\53cbe716-ed64-4a97-afe4-804e43459df2___FAM_B.Rot 5034.JPG,mixed,train,Grape - Black rot,Grape,Black rot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Black_rot\c1592655-1f40-46d1-a3bd-c8796f6c7d4b___FAM_B.Rot 0378.JPG,mixed,train,Grape - Black rot,Grape,Black rot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Black_rot\7a587206-10d9-4f16-9398-8e97a41d44ec___FAM_B.Rot 0349.JPG,mixed,train,Grape - Black rot,Grape,Black rot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Black_rot\1ccd890e-9e06-44cf-8495-8f229e7bb89b___FAM_B.Rot 3614_flipLR.JPG,mixed,train,Grape - Black rot,Grape,Black rot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Esca_(Black_Measles)\93060d98-f098-4120-8406-873f2b21709c___FAM_B.Msls 1327.JPG,mixed,train,Grape - Esca (Black Measles),Grape,Esca (Black Measles),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Esca_(Black_Measles)\dcb92793-7506-4373-a8ec-4abd4befc940___FAM_B.Msls 0930_flipLR.JPG,mixed,train,Grape - Esca (Black Measles),Grape,Esca (Black Measles),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Esca_(Black_Measles)\5973395a-d9c4-4d9f-9f8e-52a36b256e63___FAM_B.Msls 4394_flipLR.JPG,mixed,train,Grape - Esca (Black Measles),Grape,Esca (Black Measles),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Esca_(Black_Measles)\4f38f405-d739-4c2f-b594-fa0850602d3a___FAM_B.Msls 4421.JPG,mixed,train,Grape - Esca (Black Measles),Grape,Esca (Black Measles),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Esca_(Black_Measles)\409ffedd-153c-4504-8023-cf39b0ba253e___FAM_B.Msls 1756_flipLR.JPG,mixed,train,Grape - Esca (Black Measles),Grape,Esca (Black Measles),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Esca_(Black_Measles)\9ef372e7-0590-426f-abfb-e8a119224df5___FAM_B.Msls 1236.JPG,mixed,train,Grape - Esca (Black Measles),Grape,Esca (Black Measles),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Esca_(Black_Measles)\50fe0099-a071-4a3c-bc9b-de15fd7756a4___FAM_B.Msls 4311_flipLR.JPG,mixed,train,Grape - Esca (Black Measles),Grape,Esca (Black Measles),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Esca_(Black_Measles)\48ea4e89-4cf7-462e-b135-db94938570e4___FAM_B.Msls 4090_flipLR.JPG,mixed,train,Grape - Esca (Black Measles),Grape,Esca (Black Measles),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Esca_(Black_Measles)\3d48745c-6fd1-49d9-877d-a18d84a20faa___FAM_B.Msls 3994.JPG,mixed,train,Grape - Esca (Black Measles),Grape,Esca (Black Measles),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Esca_(Black_Measles)\e4f51f0b-69a3-4446-bf0f-2aba1d283196___FAM_B.Msls 0868_flipLR.JPG,mixed,train,Grape - Esca (Black Measles),Grape,Esca (Black Measles),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___healthy\8fc498ea-cad4-48cd-9fea-af07f803a63b___Mt.N.V_HL 6198_180deg.JPG,mixed,train,Grape - Healthy,Grape,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___healthy\f7c74956-3e0c-4669-b313-bf6e4559a91d___Mt.N.V_HL 9086_new30degFlipLR.JPG,mixed,train,Grape - Healthy,Grape,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___healthy\b2de09b2-4c5d-4be5-a06f-27419db0f696___Mt.N.V_HL 6097_new30degFlipLR.JPG,mixed,train,Grape - Healthy,Grape,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___healthy\ac753212-e6d7-44b9-9722-4413a7418ab3___Mt.N.V_HL 6178_new30degFlipLR.JPG,mixed,train,Grape - Healthy,Grape,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___healthy\ca0f32cb-25b3-4dcc-887f-fa4753c25ed5___Mt.N.V_HL 8998_270deg.JPG,mixed,train,Grape - Healthy,Grape,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___healthy\0dca4cc0-2f37-4d55-8060-ce5e2137fd45___Mt.N.V_HL 9077_270deg.JPG,mixed,train,Grape - Healthy,Grape,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___healthy\ad0a8ced-f3b0-4c21-8ec6-658bcfe9fa2a___Mt.N.V_HL 9034_new30degFlipLR.JPG,mixed,train,Grape - Healthy,Grape,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___healthy\f436f07c-ff87-4871-b712-5f282912f70c___Mt.N.V_HL 6180_180deg.JPG,mixed,train,Grape - Healthy,Grape,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___healthy\9d1124c3-4be4-4998-b1f8-92b0d0f699a1___Mt.N.V_HL 8917_270deg.JPG,mixed,train,Grape - Healthy,Grape,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___healthy\0ce12a10-c6ff-494e-a927-5ddc809c707a___Mt.N.V_HL 8945_270deg.JPG,mixed,train,Grape - Healthy,Grape,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\2dfd88f8-1ddf-49db-b4be-2929275a0629___FAM_L.Blight 1430_flipLR.JPG,mixed,train,Grape - Leaf blight (Isariopsis Leaf Spot),Grape,Leaf blight (Isariopsis Leaf Spot),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\a3c0ea9e-826f-4898-a614-e2ab42ecd1bc___FAM_L.Blight 4701.JPG,mixed,train,Grape - Leaf blight (Isariopsis Leaf Spot),Grape,Leaf blight (Isariopsis Leaf Spot),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\50a81b79-f8cd-4697-8035-3b79948ab0f3___FAM_L.Blight 1692_flipLR.JPG,mixed,train,Grape - Leaf blight (Isariopsis Leaf Spot),Grape,Leaf blight (Isariopsis Leaf Spot),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c8170516-0c36-49d8-bf6b-4fa4871bfde9___FAM_L.Blight 3723_flipLR.JPG,mixed,train,Grape - Leaf blight (Isariopsis Leaf Spot),Grape,Leaf blight (Isariopsis Leaf Spot),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\541f3b53-c19f-4226-858b-614bc11c9749___FAM_L.Blight 4916.JPG,mixed,train,Grape - Leaf blight (Isariopsis Leaf Spot),Grape,Leaf blight (Isariopsis Leaf Spot),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\f387a6d9-a75e-4730-b6bf-99e6440ac5e6___FAM_L.Blight 1694.JPG,mixed,train,Grape - Leaf blight (Isariopsis Leaf Spot),Grape,Leaf blight (Isariopsis Leaf Spot),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\3abb05dc-ae2e-469d-a8fb-7aa87d3c84c7___FAM_L.Blight 1454.JPG,mixed,train,Grape - Leaf blight (Isariopsis Leaf Spot),Grape,Leaf blight (Isariopsis Leaf Spot),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\f098ebaa-7545-4674-adbf-a6c6756029a1___FAM_L.Blight 0781.JPG,mixed,train,Grape - Leaf blight (Isariopsis Leaf Spot),Grape,Leaf blight (Isariopsis Leaf Spot),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\0249d5d6-ca79-40a5-9cdb-3d72382e25e1___FAM_L.Blight 1392_flipLR.JPG,mixed,train,Grape - Leaf blight (Isariopsis Leaf Spot),Grape,Leaf blight (Isariopsis Leaf Spot),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\754505a9-a4d3-4dc4-a136-b55389b80b76___FAM_L.Blight 1698.JPG,mixed,train,Grape - Leaf blight (Isariopsis Leaf Spot),Grape,Leaf blight (Isariopsis Leaf Spot),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Orange___Haunglongbing_(Citrus_greening)\d0fdee56-2d98-4b91-adcf-9f64bee167d4___UF.Citrus_HLB_Lab 1408.JPG,mixed,train,Orange - Haunglongbing (Citrus greening),Orange,Haunglongbing (Citrus greening),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Orange___Haunglongbing_(Citrus_greening)\a67baf1d-e9f5-4b60-a8b0-9decfea2a1e9___CREC_HLB 7779.JPG,mixed,train,Orange - Haunglongbing (Citrus greening),Orange,Haunglongbing (Citrus greening),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Orange___Haunglongbing_(Citrus_greening)\97626984-6b93-4657-a743-2ba31b2abb51___UF.Citrus_HLB_Lab 1528.JPG,mixed,train,Orange - Haunglongbing (Citrus greening),Orange,Haunglongbing (Citrus greening),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Orange___Haunglongbing_(Citrus_greening)\de01e0d8-9cc0-49d9-9903-a32d614e32b3___CREC_HLB 5704.JPG,mixed,train,Orange - Haunglongbing (Citrus greening),Orange,Haunglongbing (Citrus greening),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Orange___Haunglongbing_(Citrus_greening)\a14f75b7-ce51-48e6-a502-0da05a56d2c6___UF.Citrus_HLB_Lab 9664.JPG,mixed,train,Orange - Haunglongbing (Citrus greening),Orange,Haunglongbing (Citrus greening),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Orange___Haunglongbing_(Citrus_greening)\a904d801-11bb-45d3-9ed1-5753eb9b1843___CREC_HLB 5172.JPG,mixed,train,Orange - Haunglongbing (Citrus greening),Orange,Haunglongbing (Citrus greening),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Orange___Haunglongbing_(Citrus_greening)\d1c87fda-0861-4d6b-977e-95cb42de4e00___CREC_HLB 7107.JPG,mixed,train,Orange - Haunglongbing (Citrus greening),Orange,Haunglongbing (Citrus greening),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Orange___Haunglongbing_(Citrus_greening)\a12c93cc-9d35-40c4-8373-1b8a830ade36___CREC_HLB 5027.JPG,mixed,train,Orange - Haunglongbing (Citrus greening),Orange,Haunglongbing (Citrus greening),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Orange___Haunglongbing_(Citrus_greening)\aba34ae9-8cde-4653-8127-6c046018e21e___CREC_HLB 4587.JPG,mixed,train,Orange - Haunglongbing (Citrus greening),Orange,Haunglongbing (Citrus greening),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Orange___Haunglongbing_(Citrus_greening)\a69fd9c5-4836-4aec-a6d8-cba99e3d724a___UF.Citrus_HLB_Lab 0711.JPG,mixed,train,Orange - Haunglongbing (Citrus greening),Orange,Haunglongbing (Citrus greening),True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\d4c57f11-a7f4-46ea-bb14-3ca154da624b___Rutg._Bact.S 2329.JPG,mixed,train,Peach - Bacterial spot,Peach,Bacterial spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\ac322f8d-beb4-4e75-9179-52b42e4fc127___Rutg._Bact.S 1082.JPG,mixed,train,Peach - Bacterial spot,Peach,Bacterial spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\2f98ba13-efa6-4ae0-be91-dcfbabac2625___Rutg._Bact.S 2117.JPG,mixed,train,Peach - Bacterial spot,Peach,Bacterial spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\3939bb57-07a0-4723-a2a5-d1af169b7a6e___Rutg._Bact.S 2168.JPG,mixed,train,Peach - Bacterial spot,Peach,Bacterial spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\c285d06e-dd2e-4cb3-85b4-77212c8b1abe___Rutg._Bact.S 2114.JPG,mixed,train,Peach - Bacterial spot,Peach,Bacterial spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\49d51811-aa39-4b46-9a5c-0f8a1e1f2100___Rutg._Bact.S 1175.JPG,mixed,train,Peach - Bacterial spot,Peach,Bacterial spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\1f3c95ef-f772-4c17-8c1a-931a37171620___Rut._Bact.S 3446.JPG,mixed,train,Peach - Bacterial spot,Peach,Bacterial spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\83b4d03f-69bd-432a-80d8-066bf664a4d3___Rut._Bact.S 3387.JPG,mixed,train,Peach - Bacterial spot,Peach,Bacterial spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\5701245c-ed7e-44f8-86e5-2dbc4b320def___Rutg._Bact.S 1129.JPG,mixed,train,Peach - Bacterial spot,Peach,Bacterial spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___Bacterial_spot\f0f39daf-36bb-46a2-84d8-cf9af8687606___Rutg._Bact.S 2208.JPG,mixed,train,Peach - Bacterial spot,Peach,Bacterial spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___healthy\5227377f-ffad-4c90-8bd6-a778cae82e1f___Rutg._HL 3599_new30degFlipLR.JPG,mixed,train,Peach - Healthy,Peach,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___healthy\afb24333-036f-4939-a71c-60bd6762d219___Rutg._HL 3585_270deg.JPG,mixed,train,Peach - Healthy,Peach,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___healthy\5a40aaba-8352-4bd0-bfec-b9fcf89a891b___Rutg._HL 3612_270deg.JPG,mixed,train,Peach - Healthy,Peach,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___healthy\db898ee2-3951-4c43-b4a9-577e2ed0453d___Rutg._HL 3674_270deg.JPG,mixed,train,Peach - Healthy,Peach,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___healthy\b6b70c6d-6b81-4608-a62f-f32f6b370360___Rutg._HL 2428_newPixel25.JPG,mixed,train,Peach - Healthy,Peach,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___healthy\829cd2af-ecf8-487d-a1b2-ed8a210ae18e___Rutg._HL 2416_new30degFlipLR.JPG,mixed,train,Peach - Healthy,Peach,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___healthy\02e47796-808b-449e-bbba-f6e0262fa589___Rutg._HL 3714_new30degFlipLR.JPG,mixed,train,Peach - Healthy,Peach,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___healthy\7b7c9e4f-3379-4a0a-9c94-5d9458653707___Rutg._HL 2451_new30degFlipLR.JPG,mixed,train,Peach - Healthy,Peach,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___healthy\88727612-1afe-4782-9f7a-beb71eb02168___Rutg._HL 2496_270deg.JPG,mixed,train,Peach - Healthy,Peach,Healthy,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Peach___healthy\6a69def6-4b4d-463c-865a-7b932d487054___Rutg._HL 2429_90deg.JPG,mixed,train,Peach - Healthy,Peach,Healthy,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___Bacterial_spot\b45fccde-f383-4741-a19a-fb48dc215190___JR_B.Spot 3098_180deg.JPG",mixed,train,"Pepper, bell - Bacterial spot","Pepper, bell",Bacterial spot,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___Bacterial_spot\13955856-c347-4039-ba30-09ea39d66534___NREC_B.Spot 9114_flipTB.JPG",mixed,train,"Pepper, bell - Bacterial spot","Pepper, bell",Bacterial spot,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___Bacterial_spot\f7210adf-ebd1-44d7-9104-40244572d722___NREC_B.Spot 1807_flipTB.JPG",mixed,train,"Pepper, bell - Bacterial spot","Pepper, bell",Bacterial spot,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___Bacterial_spot\e825c445-4b5b-4642-8d83-6db23c5d8348___JR_B.Spot 3341_flipTB.JPG",mixed,train,"Pepper, bell - Bacterial spot","Pepper, bell",Bacterial spot,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___Bacterial_spot\4420dd15-6c5f-4631-b21e-7db8fa5bd405___JR_B.Spot 3290.JPG",mixed,train,"Pepper, bell - Bacterial spot","Pepper, bell",Bacterial spot,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___Bacterial_spot\e5b0a108-d1ec-42ce-9953-e57cb218bb00___JR_B.Spot 3268.JPG",mixed,train,"Pepper, bell - Bacterial spot","Pepper, bell",Bacterial spot,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___Bacterial_spot\0e57b44f-bb06-43ec-8688-5a7985b461e7___JR_B.Spot 8970.JPG",mixed,train,"Pepper, bell - Bacterial spot","Pepper, bell",Bacterial spot,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___Bacterial_spot\531eb612-a03c-45a5-95b4-d141d50dd0dc___JR_B.Spot 3203_flipTB.JPG",mixed,train,"Pepper, bell - Bacterial spot","Pepper, bell",Bacterial spot,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___Bacterial_spot\6103f8b9-13cd-4a76-a501-33ebe9d24427___JR_B.Spot 8936_180deg.JPG",mixed,train,"Pepper, bell - Bacterial spot","Pepper, bell",Bacterial spot,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___Bacterial_spot\9f5e1d6f-380f-4b88-a376-780f1fe8f8f9___JR_B.Spot 8852.JPG",mixed,train,"Pepper, bell - Bacterial spot","Pepper, bell",Bacterial spot,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___healthy\6bdcf245-2e3f-4732-bcef-73e7eecd4c31___JR_HL 8563_180deg.JPG",mixed,train,"Pepper, bell - Healthy","Pepper, bell",Healthy,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___healthy\434ee8ff-f082-4836-a729-2bf9b889e5d0___JR_HL 8262.JPG",mixed,train,"Pepper, bell - Healthy","Pepper, bell",Healthy,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___healthy\7aea3352-7adf-4aa2-af64-3bf1f971ae35___JR_HL 8883.JPG",mixed,train,"Pepper, bell - Healthy","Pepper, bell",Healthy,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___healthy\08af8792-fca1-451c-bf59-51cdd9d8b7e6___JR_HL 7740.JPG",mixed,train,"Pepper, bell - Healthy","Pepper, bell",Healthy,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___healthy\6a140ba2-7c14-4a2b-b822-e5b80302e61e___JR_HL 8605_flipTB.JPG",mixed,train,"Pepper, bell - Healthy","Pepper, bell",Healthy,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___healthy\c488f861-d42c-4527-846d-1e352fbd72a3___JR_HL 5895.JPG",mixed,train,"Pepper, bell - Healthy","Pepper, bell",Healthy,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___healthy\a53ba8f6-7a46-4d3b-b914-71c4d7d65f81___JR_HL 8314.JPG",mixed,train,"Pepper, bell - Healthy","Pepper, bell",Healthy,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___healthy\bc388512-fc59-4069-bae0-05faca671d1e___JR_HL 8362.JPG",mixed,train,"Pepper, bell - Healthy","Pepper, bell",Healthy,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___healthy\3f3b903c-cfeb-4574-8be7-1580296d7c2f___JR_HL 5865_180deg.JPG",mixed,train,"Pepper, bell - Healthy","Pepper, bell",Healthy,True,train
"Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Pepper,_bell___healthy\d5fe578c-f2b2-49d1-b2ba-5b3a09248777___JR_HL 8765.JPG",mixed,train,"Pepper, bell - Healthy","Pepper, bell",Healthy,True,train
